Input file: rnums.txt
Selected algorithm: 3
1, 1.19209289551e-05
2, 1.4066696167e-05
3, 1.31130218506e-05
4, 1.62124633789e-05
5, 1.90734863281e-05
6, 2.09808349609e-05
7, 2.59876251221e-05
8, 2.8133392334e-05
9, 3.19480895996e-05
10, 3.50475311279e-05
11, 3.88622283936e-05
12, 4.2200088501e-05
13, 4.60147857666e-05
14, 5.00679016113e-05
15, 5.19752502441e-05
16, 5.48362731934e-05
17, 5.98430633545e-05
18, 6.19888305664e-05
19, 6.60419464111e-05
20, 6.79492950439e-05
21, 7.10487365723e-05
22, 7.70092010498e-05
23, 7.89165496826e-05
24, 8.41617584229e-05
25, 8.89301300049e-05
26, 8.89301300049e-05
27, 9.41753387451e-05
28, 9.79900360107e-05
29, 0.000102996826172
30, 0.000103950500488
31, 0.000108957290649
32, 0.000110864639282
33, 0.00011682510376
34, 0.000119924545288
35, 0.000123023986816
36, 0.000125885009766
37, 0.000130891799927
38, 0.000133991241455
39, 0.000136852264404
40, 0.000141859054565
41, 0.000148057937622
42, 0.000154972076416
43, 0.000151872634888
44, 0.000155925750732
45, 0.000161170959473
46, 0.00016188621521
47, 0.000170946121216
48, 0.000171184539795
49, 0.000173091888428
50, 0.000175952911377
51, 0.000180959701538
52, 0.000190019607544
53, 0.000186920166016
54, 0.000189065933228
55, 0.000192880630493
56, 0.000203847885132
57, 0.000202894210815
58, 0.00020694732666
59, 0.000207901000977
60, 0.000208854675293
61, 0.000221967697144
62, 0.000219821929932
63, 0.00022292137146
64, 0.000225067138672
65, 0.000241041183472
66, 0.000236034393311
67, 0.000239849090576
68, 0.000249862670898
69, 0.000256061553955
70, 0.000248193740845
71, 0.000257015228271
72, 0.000269889831543
73, 0.000260829925537
74, 0.000265121459961
75, 0.000277996063232
76, 0.000270128250122
77, 0.000274896621704
78, 0.000280857086182
79, 0.000288009643555
80, 0.000290870666504
81, 0.000293016433716
82, 0.000303030014038
83, 0.000301837921143
84, 0.00029993057251
85, 0.000317096710205
86, 0.000307083129883
87, 0.000309944152832
88, 0.000318050384521
89, 0.000322103500366
90, 0.000323057174683
91, 0.000330924987793
92, 0.000333070755005
93, 0.00033712387085
94, 0.000384092330933
95, 0.000336885452271
96, 0.000342845916748
97, 0.000355958938599
98, 0.000431060791016
99, 0.000361919403076
100, 0.00036096572876
101, 0.000365972518921
102, 0.000370979309082
103, 0.00037407875061
104, 0.000380992889404
105, 0.000385046005249
106, 0.000381946563721
107, 0.000427007675171
108, 0.000385999679565
109, 0.000401020050049
110, 0.000393152236938
111, 0.000410079956055
112, 0.000401973724365
113, 0.00040602684021
114, 0.000418186187744
115, 0.000418901443481
116, 0.000424861907959
117, 0.000425100326538
118, 0.00043797492981
119, 0.000432014465332
120, 0.000440835952759
121, 0.000438928604126
122, 0.000452995300293
123, 0.000524997711182
124, 0.00046181678772
125, 0.000458002090454
126, 0.000469923019409
127, 0.000495195388794
128, 0.000482082366943
129, 0.000470876693726
130, 0.000480890274048
131, 0.000478029251099
132, 0.000493049621582
133, 0.000480890274048
134, 0.00049901008606
135, 0.000495910644531
136, 0.000507831573486
137, 0.000502109527588
138, 0.000519037246704
139, 0.000514030456543
140, 0.000519990921021
141, 0.000519037246704
142, 0.000516891479492
143, 0.00053882598877
144, 0.000535011291504
145, 0.000542879104614
146, 0.000537872314453
147, 0.000557899475098
148, 0.000548124313354
149, 0.000545024871826
150, 0.000560998916626
151, 0.000555992126465
152, 0.000574111938477
153, 0.00056004524231
154, 0.000581026077271
155, 0.000579833984375
156, 0.000577926635742
157, 0.000591039657593
158, 0.000582218170166
159, 0.000600814819336
160, 0.000600814819336
161, 0.000600814819336
162, 0.000607967376709
163, 0.00061297416687
164, 0.000611066818237
165, 0.000611066818237
166, 0.000616788864136
167, 0.000617980957031
168, 0.00062894821167
169, 0.000626087188721
170, 0.000625848770142
171, 0.000638961791992
172, 0.000641107559204
173, 0.000642061233521
174, 0.000654935836792
175, 0.00065803527832
176, 0.000647068023682
177, 0.000661849975586
178, 0.000672817230225
179, 0.000665903091431
180, 0.000675916671753
181, 0.000677108764648
182, 0.000669002532959
183, 0.000679969787598
184, 0.000682830810547
185, 0.000698804855347
186, 0.000689029693604
187, 0.000702857971191
188, 0.000697135925293
189, 0.000697135925293
190, 0.000710010528564
191, 0.000711917877197
192, 0.000726938247681
193, 0.000712871551514
194, 0.000721216201782
195, 0.000751972198486
196, 0.000725984573364
197, 0.000723838806152
198, 0.000741958618164
199, 0.000741958618164
200, 0.000750064849854
201, 0.000750064849854
202, 0.000772953033447
203, 0.000763893127441
204, 0.000765085220337
205, 0.000777959823608
206, 0.000778913497925
207, 0.000770092010498
208, 0.000784158706665
209, 0.000786066055298
210, 0.000790119171143
211, 0.000800132751465
212, 0.000787973403931
213, 0.000797986984253
214, 0.000808954238892
215, 0.000802993774414
216, 0.000805854797363
217, 0.000820159912109
218, 0.000808000564575
219, 0.000818014144897
220, 0.00081992149353
221, 0.000820159912109
222, 0.000832080841064
223, 0.000848054885864
224, 0.00084400177002
225, 0.000831842422485
226, 0.000846147537231
227, 0.000855922698975
228, 0.000850200653076
229, 0.000864028930664
230, 0.000864028930664
231, 0.000858068466187
232, 0.000869989395142
233, 0.000866889953613
234, 0.000880002975464
235, 0.000879049301147
236, 0.000878095626831
237, 0.000890970230103
238, 0.000890970230103
239, 0.000903844833374
240, 0.000905990600586
241, 0.000897884368896
242, 0.000909090042114
243, 0.000909090042114
244, 0.000921010971069
245, 0.000929117202759
246, 0.000923156738281
247, 0.00092601776123
