30, 10, 142.648186922
30, 10, 142.601464033
30, 10, 142.765162945
30, 10, 144.649281025
30, 10, 143.497470856
30, 20, 0.148495197296
30, 20, 0.148029088974
30, 20, 0.148679971695
30, 20, 0.148736953735
30, 20, 0.156797885895
30, 30, 0.282395124435
30, 30, 0.286998033524
30, 30, 0.281866073608
30, 30, 0.287676811218
30, 30, 0.282094955444
30, 40, 0.12463593483
30, 40, 0.12406206131
30, 40, 0.123992919922
30, 40, 0.123709201813
30, 40, 0.127748012543
30, 50, 0.218012094498
30, 50, 0.22173500061
30, 50, 0.228138923645
30, 50, 0.229194164276
30, 50, 0.219201087952
30, 60, 470.616820097
30, 60, 474.480668068
30, 60, 473.867096186
30, 60, 472.796030045
30, 60, 469.635978937
30, 70, 0.0364220142365
30, 70, 0.0364470481873
30, 70, 0.0367088317871
30, 70, 0.0364398956299
30, 70, 0.0367250442505
30, 80, 1.78309202194
30, 80, 1.77466487885
30, 80, 1.79112887383
30, 80, 1.77534079552
30, 80, 1.77906608582
30, 90, 0.28649520874
30, 90, 0.28660607338
30, 90, 0.288913965225
30, 90, 0.286689043045
30, 90, 0.286154985428
30, 100, 0.220649957657
30, 100, 0.22219991684
30, 100, 0.221361875534
30, 100, 0.219952106476
30, 100, 0.220127105713
